युक्रेन-रुस युद्धः चेचन्यादेखि एलेप्पो अनि युक्रेनसम्म प्रतिरोधको सामना गर्ने पुटिनको रणनीति	मैले यो लेखिरहँदा किएभको केन्द्र र यसका धेरै उपनगरहरू अछुतै छन्। साइरन र चेतावनीहरू भने बारम्बार आइरहन्छन्। यहाँका हरेक व्यक्तिलाई थाहा छ- यो अवस्थामा जुनसुकै बेला परिवर्तन हुनसक्छ। त्यस्तो परिवर्...	bbc.com	१० घण्टा अघि	https://l.hamropatro.com/r/https://www.bbc.com/nepali/news-60643742?xtor=AL-73-[partner]-[hamro.patro]-[headline]-[nepali]-[bizdev]-[isapi]	popular
प्रधानमन्त्री पत्‍नी आरजुले भनिन्- सबै उपमेयरलाई मेयरको उम्मेदवार बनाऔं	काठमाडौं: प्रधानमन्त्री पत्नी डा. आरजु राणाले सबै उपमेयरलाई स्थानीय तहको चुनावमा मेयरको उम्मेदवार बनाउन दलहरुसँग अग्रह गरेकी छन्। त्यसका लागि आफ्नो पार्टी नेपाली कांग्रेसले पहल थाल्ने उनले बताइन्। ...	annapurnapost.com	२ घण्टा अघि	https://l.hamropatro.com/r/https://annapurnapost.com/news/198003	popular
प्रदेश १ को नामकरण बहस : ओलीलाई मुख्यमन्त्रीको जवाफ– कोशी नाम हुँदैन	पूर्व प्रधानमन्त्री तथा नेकपा एमालेका अध्यक्ष केपी शर्माले प्रदेश १ को नाम ‘कोशी’ राख्नुपर्ने सुझाव दिएसँगै नामकरणको बहस फेरि सुरु भएको छ । प्रदेश १ को नामकरणमा विभिन्न तर्कसहितका प्रस्ताव आइरहेको ...	ratopati.com	२ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225285/2022/3/8/rai-oli-	popular
युद्धको १३औँ दिन : कमान्डरसहित ११,०० रुसी सैनिक मारिकएको युक्रेनको दाबी	कीभ । रुसले युक्रेनमाथि आक्रमण गरेको १३ दिन पुगेको छ । यस बीचमा २० लाख मानिस विस्थापित भएका छन् । हजारौँको मृत्यु भएको छ ।  यक्रुेनले खार्किभमा भएको हमलामा एकजना रुसी जेनेरल मारिएको दाबी गरेको छ ।...	baahrakhari.com	४ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343672	popular
पुटिनले दिएको आणविक हतियार उपयोगको धम्कीलाई पश्चिमले कसरी लिन्छ ?	अघिल्लो साता रुसका राष्ट्रपति भ्लादिमिर पुटिनले पश्चिमी राष्ट्रहरूबाट लगातार धम्की आइरहेकाले आफ्नो आणविक हतियार इकाइलाई तयारी अवस्थामा रहन निर्देशन दिएका छन् ।  आणविक हतियारको उपयोगले पृथ्वी नै ध्...	lokaantar.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174925/2022/3/8/international/nuclear-bombs	popular
भित्ताभरि ‘यो महाअलच्छिना घर हो’ लेखेर किन गरियो सामूहिक आत्महत्याको प्रयास?	काठमाडौं– प्रहरी कन्ट्रोलको १०० नम्बरमा सोमबार राति साढे ९ बजेतिर एउटा फोन आयो- 'रामकोटमा एउटा घरको परिवारका सबै सदस्य अर्धचेत अवस्थामा ढलिरहेको देखिन्छ।' लगत्तै उक्त सूचना महानगरीय प्रहरी वृत्त स...	nepallive.com	१ घण्टा अघि	https://l.hamropatro.com/r/https://nepallive.com/story/274831	popular
कारोबारमा डलरको विकल्प खोज्न एर्दोआनले पुटिनलाई दिए सल्लाह	टर्कीका राष्ट्रपति रेचेप तैयिप एर्दोआनले रुसका राष्ट्रपति भ्लादिमिर पुटिनसँग फोनमा कुरा गर्दै डलरको विकल्पमा कारोबार गर्न सुझाव दिएका छन् ।  पश्चिमले एउटा न एउटा बहानामा आर्थिक प्रतिबन्ध लगाउने गर...	lokaantar.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174936/2022/3/8/international/dedollarization	popular
रुस–युक्रेन युद्धले रोकिएलान् विश्वका यी सबैभन्दा ठूला वैज्ञानिक प्रयोगहरु ?	२४ फागुन, काठमाडौं । युक्रेनमाथि रुसी हमला सुरु भएको दुई हप्ता भैसकेको छ । यसबीचमा युक्रेनका विभिन्न सहरहरु क्षतविक्षत् बनिरहेका छन् । ठूलो संख्यामा धनजनको क्षति भएको छ । १० लाख युक्रेनीहरु शरणार्थ...	onlinekhabar.com	२ घण्टा अघि	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/03/1090918	popular
अझै कति बढ्ला पेट्रोलको मूल्य?	नेपाल आयल निगमले गत फागुन १९ गते गरेको पछिल्लो मूल्य वृद्धिपछि पेट्रोलको भाउ प्रतिलिटर १ सय ५० रूपैयाँ पुगेको छ। यो अहिलेसम्मकै सबभन्दा महँगो हो। केही विद्यार्थी संगठनले मूल्य वृद्धि फिर्ता लिन रा...	setopati.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://www.setopati.com/kinmel/others/264084	popular
पन्जाबमा पनि आम आदमी पार्टीले सरकार बनाउने सम्भावना	भारतको राजधानी दिल्लीमा सरकार चलाइरहेको आम आदमी पार्टी (आप) ले अर्को राज्य पन्जाबमा पनि सरकार बनाउने सम्भावना देखिएको छ। पन्जाब विधान सभाका लागि फेब्रुअरी २० मा भएको चुनावमा आपले बहुमत ल्याउने विभ...	setopati.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://www.setopati.com/politics/264091	popular
युक्रेनको प्रतिरक्षाका लागि पुगे विभिन्न देशका स्वयंसेवी सैनिक	रुसको आक्रमणबाट युक्रेनको प्रतिरक्षाका लागि भन्दै गठन गरिएको इन्टरनेसनल लिजन अफ टेरिटोरियल डिफेन्स अफ युक्रेनका स्वयंसेवी सैनिकहरू किएभ बाहिर पुगेका छन् ।  अमेरिका, बेलायत, स्विडेन, लिथुएनिया, मेक...	lokaantar.com	८ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174906/2022/3/8/international/ukraine-invasion	popular
विवाहको तयारीमा सृष्टि र सौगात	अभिनेत्री सृष्टि श्रेष्ठ र अभिनेता सौगात मल्ल विवाह बन्धनमा बाँधिने भएका छन् । हालै एक अन्तर्वार्तामा सृष्टिले नयाँ वर्ष २०७९ मा विवाह गर्ने तयारी रहेको बताएकी थिइन् । मंगलबार आयोजित एक कार्यक्रमम...	ratopati.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225271/2022/3/8/marriage	popular
रुसले यसरी अप्ठ्यारोमा पारिरहेको छ युक्रेनी सेनालाई	युक्रेनमाथि रुसले आक्रमण गरेको १३औं दिनमा आइपुग्दा युक्रेनी सेनामाथि रुसी सेना हावी हुँदै गएको छ ।  डोनबास क्षेत्रको डोनेत्स्क र लुहान्स्कमा युक्रेनी सेनालाई रुसी सेनाले घेराबन्दी गरेर च्यापेको छ ...	lokaantar.com	९ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174899/2022/3/8/international/russia-ukraine	popular
पत्‍नीमाथि चक्कु प्रहार	दैलेखः मार्च ८ अर्थात् अन्तर्राष्ट्रिय महिला दिवसको पूर्वसन्ध्यामा दैलेखमा एक पुरुषले पत्नीमाथि चक्कु प्रहार गरेका छन्। नारायण नगरपालिका-११ की २४ वर्षीया सावित्रा शाहीमाथि उनका पति २७ वर्षीय बखतबहा...	annapurnapost.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://annapurnapost.com/news/198001	popular
महाकाली नदीको धार परिवर्तन गर्न नेपाली क्षेत्रमा भारतीय जेसिबी, स्थानीयद्वारा प्रतिकार	भारतले दार्चुला सदरमुकाम खलंगाको पारिपट्टि महाकाली नदी किनारमा पक्की तटबन्ध निर्माण गरिरहेको छ । मंगलबार महाकाली नदीको धारलाई नेपाल तर्फ फर्काउँदै भारतीय जेसीबी  नेपाली क्षेत्रमा पुगेपछि स्थानीयले ...	ratopati.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225274/2022/3/8/mahakali-river	popular
विवेकको ट्वीटपछि कपिल शर्मा ट्रोल भए, शो बहिस्कार गर्ने चेतावनी	एजेन्सी, २४ फागुन । कमेडियन कपिल शर्माको शो प्राय सामाजिक सञ्जालमा कुनै न कुनै कारणले चर्चामा रहन्छ । कहिले उनी आफ्नो शो र कहिले फिल्मका कारण चर्चामा आउने गर्छिन् । अहिले कपिल फेरि एकपटक सामाजिक सञ...	reportersnepal.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://www.reportersnepal.com/2022/03/657758	popular
रुसी तेल आयातमा प्रतिबन्ध लगाउँदै अमेरिका	अमेरिकाले रुसी तेल आयातमा प्रतिबन्ध लगाउने भएको छ। राष्ट्रपति जो बाइडेनले अमेरिकामा रुसी तेल आयात रोक्ने घोषणा आजै गर्नै बताइएको छ।  राष्ट्रपति कार्यालय ह्वाइट हाउसका अनुसार बाइडेनले मंगलबार सम्बो...	nepalkhabar.com	१ घण्टा अघि	https://l.hamropatro.com/r/https://nepalkhabar.com/global/123006-2022-3-8-20-20-29	popular
जेलेन्स्कीले किएभस्थित कार्यालयमा खिचे भिडियो सेल्फी, कसैसँग नडराउने दाबी	युक्रेनका राष्ट्रपति भोलोदीमीर जेलेन्स्कीले राजधानी किएभमा रहेको आफ्नो कार्यालयमा खिचेको सेल्फी भिडियो सार्वजनिक गरेका छन् ।  रुसले युक्रेनमाथि आक्रमण गरेपछि पहिलोपटक त्यस कार्यालयमा जेलेन्स्कीले ...	lokaantar.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174917/2022/3/8/international/zelensky	popular
अनुसन्धानका लागि पल शाहलाई तनहुँबाट गैँडाकोट पुर्‍याइयो	एक नाबालिगलाई जबर्जस्ती गरेको आरोपमा पक्राउ परेका अभिनेता पल शाहलाई तनहुँबाट मंगलवार गैँडाकोट पुर्‍याइएको छ ।  जिल्ला प्रहरी कार्यालय नवलपरासी (पूर्व)का सूचना अधिकारी डीएसपी दिलिप गिरीले गैँडाकोटम...	lokaantar.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174923/2022/3/8/politics/paul-shah-	popular
रेखाले भनिन्–नाबालिगको पक्षमा बोल्दा मलाई ‘हार्दिक श्रद्धाञ्जली’ समेत लेखियो	अभिनेत्री रेखा थापाले राजनीतिक हिसावले उपस्थित र शृङ्गारिक हिसावले प्रतिनिधित्व गर्दैमा महिलामा परिवर्तन नआउने बताएकी छन् । महिलाहरूमा परिवर्तन आउन चेतनाको स्तर वृद्धि हुनुपर्ने उनको धारणा छ । महिल...	ratopati.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225234/2022/3/8/rekha-thapa-	popular
ओलेना जेलेन्स्का : युक्रेनी राष्ट्रपतिकी पत्नी, जो पर्दा पछाडि मुख्य भूमिका खेल्दै	काठमाडौं । युक्रेनमाथि रुसले हमला गरेपछि राष्ट्रपति भोलोदिमिर जेलेन्स्कीलाई देश छोड्न कथित प्रस्ताव आयो । तर, उनले एक भिडियो सन्देश जारी गरी सिधा जवाफ दिए, “मलाई हतियार चाहिएको छ, सवारी होइन ।” उन...	baahrakhari.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343662	popular
अभिनेत्री सोनाक्षीविरुद्ध पक्राउ पुर्जी जारी भएकै हो?	मुम्बई: बलिउड अभिनेत्री सोनाक्षी सिन्हा चर्चामा छिन्। धोकाधडीको आरोप लागेपछि उनी चर्चमा आएकी हुन्। उनीमाथि ३७ लाख भारतीय रुपैँया लिएर इभेन्टमा नगएको आरोप लगाइएको छ। बलिउड हंगामाका अनुसार सोनाक्षीला...	annapurnapost.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://annapurnapost.com/news/197988	popular
भीममानको ‘सुसाइड नोट’– डिप्रेसन र आर्थिक संकटले पूरै परिवारले आत्महत्याको बाटो रोज्यौँ	काठमाडौं । काठमाडौंको रामकोटमा एकै परिवारका पाँचजनाले सामूहिक आत्महत्याको प्रयास गरेको घटनाको प्रहरी अनुसन्धान जारी छ । प्रहरीले घटनास्थलमा १५/१६ पृष्ठभन्दा लामो ‘सुसाइड नोट’ फेलापारेको छ । सुसाइड ...	baahrakhari.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343659	popular
चुनाव चिह्नमा हरियो रङ स्वीकार्य छैन : ओली	२४ फागुन, काठमाडौं । नेकपा एमालेका अध्यक्ष केपी शर्मा ओलीले स्थानीय तह निर्वाचनको मतपत्रमा दलहरुको चुनाव चिह्न हरियो रङले छपाइ गर्ने निर्वाचन आयोगको निर्णयको विरोध गरेका छन् । मंगलबार काठमाडौंमा आ...	onlinekhabar.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/03/1090791	popular
एमाले प्रवेश गर्दै मेयर, माओवादीले गर्यो कारबाही	विराटनगर : उद्योगी व्यवसायीको पहिचान बनाउँदै राजनीतिमा उदाएका मोरङको रंगेली नगरपालिकाका मेयर दिलिप बगडिया(अग्रवाल) नेकपा एमालेमा प्रवेश गर्ने भएका छन्।  रंगेलीमा बुधबार जनसभाको आयोजना गरेर उनी लगा...	annapurnapost.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://annapurnapost.com/news/197987	popular
एमाले अध्यक्ष ओलीको निशानामा निर्वाचन आयोगदेखि सभामुखसम्म	नेकपा एमालेका अध्यक्ष केपी शर्मा ओलीले सरकार, सभामुख, अदालत र निर्वाचन अयोग एमालेको विरुद्धमा रहेको आरोप लगाएका छन् । मंगलबार अन्तर्राष्ट्रिय नारी दिवसको अवसरमा काठमाडौँमा अखिल नेपाल महिला संघले गर...	ratopati.com	१ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225288/2022/3/8/kp-oli-	popular
नेपाल बारकाे चुनावमा गठबन्धन विरुद्ध एमाले, ८३ जनाले दिए उम्मेदवारी (सूचीसहित)	नेपाल बार एसोसियशनको चुनावमा सत्तारुढ दल निकट कानून व्यावसायीले गठबन्धन बनाएर उम्मेदवारी दर्ता गरेका छन्। नेपाली कांग्रेस निकट वरिष्ठ अधिवक्ता गोपालकृष्ण घिमिरेले अध्यक्षमा उम्मेदवारी दिएका छन्। न...	himalkhabar.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://www.himalkhabar.com/news/128736	popular
विमला खत्री वली : राजनीतिमा महिला हिंसाको एउटा दृष्टान्त	२४ फागुन, दाङ । नेपाल कम्युनिस्ट पार्टी (नेकपा) को फुटपछि शंकर पोखरेल नेतृत्वको लुम्बिनी सरकार अल्पमतमा पर्‍यो । त्यहीबेला सांसद विमला वली कहिले एमाले प्रवेश गरेको त कहिले माओवादीमै फर्किएको विषयले...	onlinekhabar.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/03/1090748	popular
झापा : एक हजार बढी सर्वसाधारण एमालेमा प्रवेश	युवराज आचार्य, झापा । विभिन्न पार्टी परित्याग गरी झापामा एक हजार बढी सर्वसाधरण नेकपा (एमाले)मा प्रवेश गरेका छन् । राष्ट्रिय युवा संघ भद्रपुरले आज आयोजना गरेको नगर सभा एवम् झापा क्षेत्र नं.३ स्तरीय...	news24nepal.tv	३ घण्टा अघि	https://l.hamropatro.com/r/https://www.news24nepal.tv/2022/03/08/862090	popular
नेपाली सेनाकी एकमात्र महिला पाइलट (भिडिओ)	निरु ढुंगाना सानैदेखि आकाशमा उड्न चाहान्थिन्। त्यसका लागि उनलाई पाइलट नै बन्नु थियो। उनका शिक्षक बुवाले पनि निरुको चाहाना पछ्याउन भरपुर साथ दिए। उनी पाइलट पढ्नका लागि अमेरिकाको टेक्सास स्थित डेल्...	setopati.com	८ घण्टा अघि	https://l.hamropatro.com/r/https://www.setopati.com/multimedia/264063	popular
जनताको बलमा एमाले अघि बढ्छ : अध्यक्ष ओली	नेकपा (एमाले) का अध्यक्ष एवम् पूर्व प्रधानमन्त्री केपी शर्मा ओलीले जनताको बलमा एमाले अघि बढ्ने बताउनुभएको छ । एमाले गण्डकी प्रदेश कमिटिद्वारा पोखरामा आज आयोजित पार्टी प्रवेश कार्यक्रममा बोल्दै उहाँ...	nepalghatana.com	९ मिनेट अघि	https://l.hamropatro.com/r/https://www.nepalghatana.com/news/94436/	national
मतपत्रमा चुनाव चिह्नको रंगले मतमा प्रभाव पर्छ ?	काठमाडौं । आगामी वैशाख ३० गतेका लागि तय भएको स्थानीय तह निर्वाचनमा चुनाव चिह्न हरियो रंगको प्रयोग हुने जानकारी निर्वाचन आयोगले दिएको थियो । सोमबार निर्वाचन आयोगले गरेको पत्रकार सम्मेलनमा आगामी निर...	newsofnepal.com	१० मिनेट अघि	https://l.hamropatro.com/r/https://www.newsofnepal.com/2022/03/08/479800/	national
स्थानीय तहको निर्वाचनमा केन्द्रित हुन कार्यकर्तालाई सभापति देउवाको निर्देशन	प्रधानमन्त्री एवं कांग्रेस सभापति शेरबहादुर देउवाले स्थानीय तहको निर्वाचनमा केन्द्रित हुन पार्टी कार्यकर्तालाई निर्देशन दिनुभएको छ । नेकपा एमालेका सिन्धुपाल्चोक जिल्ला सदस्यसहित तीन नेतालाई नेपाली...	nepalghatana.com	११ मिनेट अघि	https://l.hamropatro.com/r/https://www.nepalghatana.com/news/94433/	national
सात महिनामा अख्तियारमा ७ हजार ५ सयबढी उजुरी	काठमाडाैँ – अख्तियार दुरुपयाेग अनुसन्धान आयाेगमा चालू आर्थिक वर्षकाे सात माहिनामा ७ हजार ५ सयबढी उजुरी परेका छन् । अख्तियार दुरुपयाेग अनुसन्धान आयाेग केन्द्रीय कार्यालयका अनुसार साउनमा १ हजार ६ सय...	ekagaj.com	११ मिनेट अघि	https://l.hamropatro.com/r/https://ekagaj.com/article//article/news/90475/	national
चुनावी अभियानका लागि काँग्रेसले तोक्यो ७७ जिल्लामा कमान्डर (सूचीसहित)	नेपाली काँग्रेसले गाउँ अभियानका लागि नेताहरुको जिम्मेवारी ताकिएको छ । मंगलबार बसेको कांग्रेसको बैठकले स्थानीय तहमा काँग्रेसलाई जिताउन नेताहरुको जिम्मेवारी तोकिएको हो । काँग्रेसले ७७ जिल्ला हेर्ने ...	ratopati.com	१३ मिनेट अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225296/2022/3/8/congress	national
सञ्चारमाध्यममा महिलाको सङ्ख्यात्मक एवं गुणात्मक अवस्था सुधार्नुपर्ने	गण्डकी– सञ्चारमाध्यममा महिलाको सङ्ख्या अझै कमजोर रहेकाले उनीहरूको उपस्थितीका लागि विशेष पहल गर्नुपर्नेमा जोड दिइएको छ । ११२ औँ अन्तर्राष्ट्रिय नारी दिवसको अवसरमा नेपाल पत्रकार महासङ्घ कास्की शाखाद्...	palikakhabar.com	१३ मिनेट अघि	https://l.hamropatro.com/r/https://palikakhabar.com/single-news/13975	national
Home Minister Khand urges NC cadres to clear rumors on MCC	Minister for Home Affairs and Nepali Congress (NC) leader Bal Krishna Khand. (File Photo) RUPANDEHI: Minister for Home Affairs and Nepali Congress (NC) leader Bal Krishna Khand has asked the NC ca...	english.khabarhub.com	१३ मिनेट अघि	https://l.hamropatro.com/r/https://english.khabarhub.com/2022/08/240676/	national
चाबहिलको सिरक डस्ना स्टोरमा भीषण आगलागी, ४ वटा दमकलले आगो निभाउँदै	काठमाडौं । मंगलबार साँझ ८ बजे काठमाडौं महानगरपालिका–६ चाबहिल, सरस्वतीनगरस्थित सिरक डसना स्टोरमा भीषण आगलागी भएको छ। गोपीकृष्ण हलको पछाडि रहेको सिरक डसना बनाउने ठाउँमा भीषण आगलागी हुँदा वरिपरिका घर...	news24nepal.tv	१५ मिनेट अघि	https://l.hamropatro.com/r/https://www.news24nepal.tv/2022/03/08/862135	national
स्थानीय तहलाई आत्मनिर्भर बनाए मात्रै देश विकास हुन्छ - अर्थमन्त्री	अर्थमन्त्री जनार्दन शर्मा ‘प्रभाकर’ ले स्थानीय तहलाई आत्मनिर्भर बनाउन सके मुलुकले विकासको फड्को मार्ने बताएका छन् । मंगलबार दिउँसो राष्ट्रिय प्राकृतिक स्रोत तथा बित्त आयोगका पदाधिकारीसँग अर्थ मन्त्...	farakdhar.com	२० मिनेट अघि	https://l.hamropatro.com/r/https://farakdhar.com/story/77655	national
कांग्रेसले खटायो ७७ वटै जिल्लामा नेता, को कहाँ ? [सूची]	काठमाडौँ — नेपाली कांग्रेसले चुनावलक्षित एक महिने अभियानका लागि ७७ वटै जिल्लामा केन्द्रीय नेताहरुलाई प्रतिनिधिका रुपमा खटाएको छ ।  मंगलबार केन्द्रीय कार्यालयले नेताहरुलाई केन्द्रीय प्रतिनिधिका रुप...	ekantipur.com	२१ मिनेट अघि	https://l.hamropatro.com/r/https://ekantipur.com/news/2022/03/08/164675570840576418.html	national
चाबहिलको एक पसलमा भिषण आगलागी	काठमाडौं । काठमाडौंको चावहिलमा रहेको एक पसलमा भिषण आगलागी भएको छ । चावहिलका स्थानीय बासीका अनुसार सिरक डसना रहेको गोदाममा आगलागी भएको छ । सोमबार साँझदेखि शुरु भएको आगलागी निभाउन स्थानीय बासीले दमकल...	aarthiknews.com	२४ मिनेट अघि	http://l.hamropatro.com/r/http://aarthiknews.com/news/50946	national
हरियो रङ मतदाता र गणकमैत्री हुन्छ : निर्वाचन आयोग	काठमाडौं । निर्वाचन आयोगले आगामी स्थानीय तह निर्वाचनमा मतदाता र गणकमैत्री भएकाले सेतो काजगमा हरियो रङका चुनाव चिह्नसहितका विवरण राखेर मतपत्र तयार गर्ने निर्णय भएको स्पष्ट पारेको छ । मतपत्र र चुनाव...	news24nepal.tv	२६ मिनेट अघि	https://l.hamropatro.com/r/https://www.news24nepal.tv/2022/03/08/862133	national
