युक्रेन-रुस युद्धः मानवीय सङ्कट गहिरिँदै, नो फ्लाई जोनले 'तेस्रो विश्वयुद्ध निम्त्याउन सक्ने' अमेरिकी सिनेटरको चेतावनी	युक्रेनमा रुसी फौजको निरन्तर हमलाबीच मानवीय सङ्कट गहिरिँदै गएको छ। रुसी फौजको गोलाबारीका कारण फसिरहेका सर्वसाधारण हातमुख जोड्न नसक्ने वा भोकभोकै बस्नुपर्ने स्थितिमा पुगेको बताइएको छ। गोलाबारीमा स...	bbc.com	११ घण्टा अघि	https://l.hamropatro.com/r/https://www.bbc.com/nepali/news-60642816?xtor=AL-73-[partner]-[hamro.patro]-[headline]-[nepali]-[bizdev]-[isapi]	popular
पूजा शर्माले सार्वजनिक गरिन् आफ्नो प्रेमी	अभिनेत्री पूजा शर्माले आफ्नो प्रेमी सार्वजनिक गरेकी छन् । आइतवार सामाजिक सञ्जाल फेसबूकमार्फत उनले आफ्नो प्रेमी युद्ध बानियाँ सार्वजनिक गरेकी हुन् । उनले आफू र प्रेमी बानियाँसँगको एक तस्वीर शेयर ग...	lokaantar.com	९ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174768/2022/3/7/entertainment/pooja-sharma-	popular
पल र अकाशसँग नाम जोडिने गरेकी अभिनेत्री पूजा शर्माले खुलाइन् आफ्नो प्रेमी	काठमाडौं । नायिका पूजा शर्माले आफ्नो प्रेमी सार्वजनिक गरेकी छन् । कहिले पल शाह त कहिले अकाश श्रेष्ठसँग नाम जोडिदै आएकी पूजाले सामाजिक संजाल फेशबुकमा आफ्नो प्रेमी सार्वजनिक गरेकी हुन् । फेशबुकमा प्...	news24nepal.tv	८ घण्टा अघि	https://l.hamropatro.com/r/https://www.news24nepal.tv/2022/03/07/861745	popular
विराटनगरमा एक रात बस्ने राष्ट्रपतिको चाहना, सुरक्षा प्रोटोकलमा समस्या	राष्ट्रपति कार्यालयबाट विराटनगर महानगरपालिकाका प्रमुख भीम पराजुलीलाई शीतलनिवासबाट एक्कासी फोन आयो र काठमाडौं बोलाइयो । अप्रत्याशित फोनले पराजुलीलाई झस्कायो । चुनावको मुखमा राष्ट्रपति विद्यादेवी भण्...	ratopati.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/224933/2022/3/7/bidhya-bhandari-	popular
रुसको युक्रेनमाथि हमला : अष्ट्रेलियाले भन्यो, ‘दुनियाँमा शान्तिका लागि चीनले देखाउनेछ प्रतिबद्धता’	अष्ट्रेलियाका प्रधानमन्त्रीले युक्रेनमाथि रुसको हमलाको विषयमा चीनको धारणामा केहप् प्रश्न उठाइएको छ । अष्ट्रेलियाली प्रधानमन्त्री स्कट मोरिसनले भने, ‘दुनियाँले लामो समयदेखि विश्वव्यापी शान्ति, सम्प...	ratopati.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/224979/2022/3/7/russia-ukraine	popular
कहाँ रोकियो रुसी सेनाको ४० माइल लामो बख्तरबन्दको लस्कर ?	युक्रेनको राजधानी सहर किभतर्फ केही दिनअघि बढेको रुसी सशस्त्र फौजको ४० माइल लामो बख्तरबन्दहरुको लस्कर पछिल्ला केही दिनयता रोकिएको अमेरिकी रक्षा अधिकारीहरुले जनाएका छन् । बख्तरबन्दहरुको लस्कर बेलारु...	ratopati.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/224971/2022/3/7/Russia-army	popular
रुसले जारी गर्‍यो अमैत्रीपूर्ण देशहरूको सूची	रुसले अमैत्रीपूर्ण मुलुकहरूको सूची जारी गरेको छ ।  सूचीमा अमेरिका, युरोपेली संघका सदस्यहरू, बेलायत, युक्रेन र जापान लगायतका देश परेका छन् ।   	lokaantar.com	३९ मिनेट अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174816/2022/3/7/international/russian-list	popular
अमिताभ बच्चनको शिरमा नेपाली ढाकाटोपी	बलिउड महानायक अभिनेता अमिताभ बच्चनले नेपाली ढाका टोपी लगाएका छन् । सोमबार आफ्नो इन्स्टाग्राम मार्फत उनले सार्वजनिक गरेको एक तस्बिर उनलाई नेपाली ढाकाटोपी लगाएको देख्न सकिन्छ । तस्बिर सार्वजनिक गर्दै...	ratopati.com	४ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225000/2022/3/7/amitav-bachan	popular
सैफ ५० वर्षमा चौथो पटक पिता बनेपछि साराले उडाइन् मजाक	बलिउडका पिता र छोरीको जोडी अर्थात् सारा अली खान र सैफ अली खानलाई बलिउडको ‘बेस्ट फादर एन्ड डटर’को जोडी मानिन्छ । यी दुवैको जोडी धेरैजसो आफ्नो विशेष सम्बन्धका कारणबाट मीडियाको शीर्षक बन्दै आएका छन् ।...	ratopati.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/224982/2022/3/7/bollywood-actor	popular
प्रचण्डका छोरी र ज्वाईं नै बने केन्द्रीय सदस्य	काठमाडौं । नेकपा माओवादी केन्द्रका अध्यक्ष प्रचण्डका छोरी र ज्वाई नै पार्टी केन्द्रीय कमिटी सदस्य बनेका छन् । अध्यक्ष प्रचण्डले सोमबारको केन्द्रीय समिति बैठकमा केन्द्रीय समितिलाई पूर्णता दिने क्रमम...	ratopati.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225007/2022/3/7/ganga-dahal	popular
हतियारसहित हिँड्छन् गाउँपालिका अध्यक्ष	२३ फागुन, सुर्खेत । जाजरकोटको कुसे गाउँपालिकाका अध्यक्ष हरिचन्द्र बस्नेत गाउँमा हतियारसहित हिँडडुल गरेपछि स्थानीय त्रसित भएका छन् । आइतबार गाउँपालिका–६ स्थित घरंगामा बन्दुक बोकेका उनका सहयोगीको तस...	onlinekhabar.com	४ घण्टा अघि	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/03/1090234	popular
…जब सुटिङ सेटमा अमिताभ बच्चनले पहिरिए नेपाली ढाकाटोपी	२३ फागुन, काठमाडौं । बलिउड अभिनेता अमिताभ बच्चन नेपाल भनेपछि हुरुक्कै हुन्छन् । नेपालप्रति उनको सदासयता विभिन्न अवसरमा देख्न सकिन्छ । भूकम्पछि उनले नेपालीको पीडामा मल्हम लगाउन लामो ब्लग पनि लेखेका ...	onlinekhabar.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/03/1090208	popular
प्रधानमन्त्री मोदीले युक्रेनका राष्ट्रपतिसँग गरे आधा घण्टा कुराकानी, के भयो छलफल ?	रुस–युक्रेन युद्ध चलिरहेका बेला भारतका प्रधानमन्त्री नरेन्द्र मोदीले सोमवार युक्रेनका राष्ट्रपति भोलोदीमीर जेलेन्स्कीसँग आधा घण्टा बढी टेलिफोन वार्ता गरेका छन् । मोदीले युद्धबीच रुस र युक्रेन दुवै...	lokaantar.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174795/2022/3/7/international/narendra-modi	popular
विद्यार्थी बलात्कार गर्ने शिक्षक पक्राउ	अर्घाखाँचीको एक विद्यालयकी नाबालिग विद्यार्थी आफैले पढाउने शिक्षकबाट पटक पटक बलात्कारको शिकार हुनुपरेको रहस्य खुलेको छ ।  अर्घाखाँची जिल्ला प्रहरी कार्यालयले विद्यालय र ती शिक्षकको नाम गोप्य राख्दै...	ratopati.com	१० घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/224893/2022/3/7/rape-	popular
के तपाईलाई पाइल्स छ ? भुलेर पनि नखानुहोस् यी खानेकुरा	कतिपय मानिसहरुले पाइल्सको सामना गरिरहेका हुन्छन् । पाइल्स भएका बिरामीहरुलाई शौच गर्दाको समयमा धेरै समस्याको सामना गर्नुपर्ने हुन्छ । साथै बिरामीलाई मलद्वार बाहिर र भित्र पनि सुन्निने हुन्छ र कयौ पट...	ratopati.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225012/2022/3/7/piles	popular
रुससँग लड्न युक्रेनी सेनामा भर्ती भए २० हजार विदेशी	रुसले गरेको आक्रमणको प्रतिकारमा लडाइँ गर्न करिब २० हजार विदेशी युक्रेन आएका छन्। युक्रेनका विदेशमन्त्री दिमित्रो कुलेबाले सीएनएनसँगको कुराकानीमा यसरी  युक्रेन आउनेमा सबैभन्दा धेरै युरोपेली मुलुकका...	nepalkhabar.com	२ घण्टा अघि	https://l.hamropatro.com/r/https://nepalkhabar.com/global/122858-2022-3-7-14-46-38	popular
बलिउड नायिका सोनाक्षी सिन्हाविरुद्ध वारेन्ट जारी, अदालतमा हाजिर हुन आदेश	पैसा लिएपछि पनि कार्यक्रममा उपस्थित नभएको मामिलामा बलिउड नायिका सोनाक्षी सिन्हाविरुद्ध उत्तर प्रदेशको मुरादाबादको एसिजेएम अदालतले वारेन्ट जारी गरेको छ । अदालतले आरोपी नायिकालाई २५ अप्रिल (बैशाख १२)...	ratopati.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/224950/2022/3/7/bollywood-actress-sonakshi-sinha-in-cheating-case	popular
युक्रेनका चार शहरमा रुसको सीमित युद्धविराम, युक्रेनी राष्ट्रपतिले अघि सारे सर्त	काठमाडौं : युक्रेनका चार शहरमा अस्थायी युद्धविराम गर्न तयार भएको छ। रुसी रक्षा मन्त्रालयले युद्धमा फसेका विदेशी नागरिक तथा सर्वसाधारणलाई सुरक्षित स्थानमा सार्न विहान १० बजेदेखि भीषण बमबारी तथा गोल...	annapurnapost.com	२ घण्टा अघि	https://l.hamropatro.com/r/https://annapurnapost.com/news/197906	popular
ढाकाटोपीमा अमिताभ !	बलिउडका प्रसिद्ध अभिनेता अमिताभ बच्चन ढाका टोपीमा देखिएका छन् ।  नेपाली ढाका टोपी लगाएर नाच्दै गरेको जस्तो देखिने तस्वीर उनले इन्स्टाग्राममा पोस्ट् गरेका छन् ।  उनले क्याप्सनमा ‘केटीको...केटीको.....	lokaantar.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174775/2022/3/7/entertainment/dhakatopi-	popular
आपसी सल्लाहमा होटेलमा बास, अरू पुरुषसित मोबाइलमा कुरा गरेपछि हत्या ! 	काठमाडौं । सुनसरीमा महिलाको हत्या गरेको आरोपमा एक युवक पक्राउ परेका छन् । पाँचथरको मिक्लाजुङ गाउँपालिका–१, सरङडाँडाकी सुमित्रा तामाङको हत्या गरेको आरोपमा इटहरी उपमहानगरपालिका–५ डेरा गरी बस्ने धनकु...	baahrakhari.com	१० घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343496	popular
प्रहरीका २० डीआईजी एआईजीको दौडमा, आईजीपीमा कसले मार्ला बाजी ?	काठमाडौं । सरकारले नेपाल प्रहरीमा तीन एआईजीको दरबन्दी थपेपछि आकांक्षीहरूको दौडधुप जारी छ । तर, एआईजीमा क–कसले बाजी मार्छन् भन्ने टुंगो लागिसकेको छैन । सरकारले स्थानीय तह निर्वाचन आचारसंहित लागु हु...	baahrakhari.com	८ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343506	popular
माओवादीमा थपिए ९७ केन्द्रीय सदस्य, प्रचण्डका छोरीज्वाइँ पनि मनोनित	नेकपा (माओवादी केन्द्र)ले केन्द्रीय कमिटीमा ९७ जना सदस्य थप गर्ने निर्णय गरेको छ । अध्यक्ष पुष्पकमल दाहाल प्रचण्डको प्रस्तावमा केन्द्रीय कमिटी बैठकले ९७ जना सदस्य थप गर्ने निर्णय गरेको हो । राजधा...	lokaantar.com	४ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174792/2022/3/7/main-news/maoist-center	popular
प्रधानमन्त्रीलाई माओवादी नेताको प्रश्न : नेपालमा रुसी टेलिभिजन कसले बन्द गरेको ?	काठमाडौं : नेकपा माओवादी केन्द्रका केन्द्रीय सदस्य युवराज चौलागाईंले नेपालमा रुसी टेलिभिजन बन्द गराएको भन्दै आपत्ति जनाएका छन्। सोमबार बिहान उनले नेपालमा रुसी टेलिभिजन (आरटी) कसले र किन बन्द गरेको ...	annapurnapost.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://annapurnapost.com/news/197876	popular
माओवादीमा थपिएका केन्द्रीय सदस्यमा प्रचण्डका छोरीज्वाइँ, पीएदेखि रामनारायण विडारीसम्म	काठमाडौं : नेकपा माओवादी केन्द्रमा ९७ जना केन्द्रीय सदस्य थप गरिएको छ। जिल्ला र प्रदेश कमिटीको सिफारिस तथा मनोनीत गरेर अध्यक्ष पुष्पकमल दाहाल ‘प्रचण्ड’ले वत्तीसपुतलीस्थित अनुपम फुडल्याण्डमा जारी क...	annapurnapost.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://annapurnapost.com/news/197902	popular
एमसीसीमा प्रचण्डले फालेको ‘कार्ड’ : एमालेले चुनावी एजेन्डा नबनाउने  	काठमाडौं । अमेरिकी सहयोग सम्झौता (एमसीसी) अनुमोदनका लागि अन्तिम गृहकार्य भइरहँदा प्रतिपक्षी नेकपा एमालेको अडान थियो– पहिले गठबन्धन प्रस्ट होस् , त्यसपछि हामी निर्णय दिन्छौं ।  एमसीसी सम्झौताबारे ए...	baahrakhari.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343510	popular
भिजिट भिसामा जान १० लाख आय र ५ लाख बचत देखाउनु पर्ने कसले हो?	भिजिट भिसासम्बन्धी समस्या समाधानका उपाय खोज्न गठित कार्यदलले गत बुधबार गृह मन्त्रालयलाई प्रतिवेदन बुझाएको थियो। कार्यदलले प्रतिवेदनमा भिटिज भिसामा विदेश जान कम्तीमा दस लाख बराबरको वार्षिक करयोग्य आ...	setopati.com	८ घण्टा अघि	https://l.hamropatro.com/r/https://www.setopati.com/kinmel/others/263925	popular
प्रचण्डले पुरा गरे बचन, युवालाई महत्व	माओवादी केन्द्रका अध्यक्ष पुष्पकमल दाहाल ‘प्रचण्ड’ले युवाहरुलाई पार्टीमा महत्वपूर्ण स्थान दिने भनेर गरेको बचन पुरा गरेका छन् ।  अध्यक्ष प्रचण्डले गत पुसमा सम्पन्न राष्ट्रिय महाधिवेशन हलमा केन्द्रीय...	ratopati.com	२ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225026/2022/3/7/prachanda	popular
चीनका परराष्ट्रमन्त्री भन्छन्– हिन्द–प्रशान्त क्षेत्रमा नेटो बनाउने अमेरिकाको चाहना	चीनका परराष्ट्रमन्त्री वाङ यीले सोमवार आयोजित वार्षिक पत्रकार सम्मेलनमा अमेरिकाको हिन्द–प्रशान्त रणनीतिमाथि टिप्पणी गरेका छन् ।  वाङका अनुसार, यस क्षेत्रमा नेटोको नयाँ संस्करण बनाउनु हिन्द–प्रशान्...	lokaantar.com	२ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174801/2022/3/7/international/indo-pacific	popular
युक्रेनमा रुसको हवाई, जमिन र समुद्रबाट आक्रमण	किभ । रुसी सेनाले सोमबार युक्रेनी सहरहरूलाई हवाइ, जमिन र समुद्रबाट आक्रमण गरेका छन् । उनीहरूले राजधानी किभमा आक्रमणको तयारी गरिरहेको चेतावनी दिएका छन् । यसबाट आतंकित नागरिक घेरामा परेको मारियुपोलमा...	baahrakhari.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343540	popular
रुसी सेनाको ट्यांकमा देखिएको जेडको के अर्थ ?	रुसको ट्यांक र सैन्य वाहनहरू युक्रेनमा टन्नै देखिएका छन् ।  युक्रेन युद्ध शुरू भएदेखि यी वाहनहरू किएभ र युक्रेनका अन्य शहरमा देखिएका छन् । अनि तिनको छेउमा अंग्रेजी अक्षर जेड पोतिएको देखिन्छ ।  से...	lokaantar.com	२ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174807/2022/3/7/international/russian-tank-z	popular
दार्चुलाका स्थानीय तहको पाँच वर्षः जनप्रतिनिधिको पहिलो प्राथमिकतामा सडक	दार्चुला – स्थानीय तहका जनप्रतिनिधिको पाँच वर्षे कार्यकाल करिब सकिन लागेको छ । निर्वाचन आयोगले स्थानीय तहको निर्वाचनको मिति घोषणा गरिसकेको छ । घोषणा गरिएको मितिमा निर्वाचन भए नयाँ जनप्रतिनिधिले आगा...	mahendranagarpost.com	२ मिनेट अघि	https://l.hamropatro.com/r/https://www.mahendranagarpost.com/2022/03/07/86033/	national
सार्वजनिक बिदामा समेत ट्रायल सुरु गर्न मन्त्री दाहालको निर्देशन	काठमाडौँ- बागमती प्रदेशका श्रम रोजगार तथा यातायात मन्त्री घनश्याम दाहालले सार्वजनिक बिदाको दिनमा समेत सवारी साधानको ट्रयाल सुरु गर्न निर्देशन दिएका छन् । .	khabarhub.com	३ मिनेट अघि	https://l.hamropatro.com/r/https://www.khabarhub.com/2022/07/358538/	national
सरकार बनेपछि नेपाललाई हेर्ने दृष्टिकोणमा सकरात्मक परिवर्तन भएको परराष्ट्रमन्त्रीको दाबी : असंलग्‍न नीति अनुरुप नै युक्रेनको पक्षमा मतदान	काठमाडौं : युक्रेनबाट ५ सय ३३ जना नेपालीलाई सुरक्षित रुपमा बाहिरिएको परराष्ट्रमन्त्री नारायण खड्काले जानकारी दिएका छन्। रुसले युक्रेनमा आक्रमणपछि त्यहाँ रहेका नेपालीसँग निरन्तर रुपमा सम्पर्क स्थापि...	pahilopost.com	३ मिनेट अघि	https://l.hamropatro.com/r/https://pahilopost.com/content/20220307173522.html	national
दुई महामन्त्रीको समर्थन पाएका शेखर टिमका बराललाई हराउँदै पोखरेल बने सिन्धुली काँग्रेस सभापति	सिन्धुली, २३ फागुन । नेपाली काँग्रेस सिन्धुली जिल्ला अध्यक्षमा स्वतन्त्र हैसियतमा निर्वाचनमा होमिएका उपेन्द्र पोखरेल निर्वाचित भएका छन् । पोखरेलले संस्थापन र शेखर कोइराला समूहका दुवै उमेद्वारलाई प...	reportersnepal.com	४ मिनेट अघि	https://l.hamropatro.com/r/https://www.reportersnepal.com/2022/03/657241	national
माओवादीमा २४७ जना केन्द्रीय सदस्य र ८५ जना वैकल्पिक केन्द्रीय सदस्य हुने	नेकपा माओवादी केन्द्रको केन्द्रीय कमिटी २४७ जनाको रहने भएको छ । सोमबारको केन्द्रीय समिति बैठकमा अध्यक्ष प्रचण्डले २४७ जनाको केन्द्रीय कमिटी रहने प्रस्ताव गरेका हुन् ।  यस्तै अन्य नेताहरुलाई समेट्न ...	ratopati.com	५ मिनेट अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225065/2022/3/7/maoist	national
नेकपा विभाजन र देशले गुमाएकाे त्यो दुर्लभ अवसर	गत वर्ष फागुन २३ गते अपराह्न मुलुकको ध्यान पुनःस्थापित प्रतिनिधि सभाको बैठकतर्फ थियो । पुस ५ गते सरकारले गरेको प्रतिनिधि सभा विघटनको निर्णयलाई फागुन ११ गते सर्वोच्च अदालतले उल्ट्याइदिएपछि फागुन २३...	lokaantar.com	७ मिनेट अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174822/2022/3/7/tippani/cpn	national
माओवादीमा ९७ केन्द्रीय सदस्य थपिने, पदाधिकारीको नाम प्रस्ताव भएन	काठमाडौँ — नेकपा (माओवादी केन्द्र) माओवादीको जारी केन्द्रीय समिति बैठकमा अध्यक्ष पुष्पकमल दाहालले पदाधिकारीको नामावली पेस गरेका छैनन् । उनले ९७ जनालाई केन्द्रीय सदस्यमा मनोनीत गर्नेलगायतका प्रस्ताव...	ekantipur.com	१० मिनेट अघि	https://l.hamropatro.com/r/https://ekantipur.com/news/2022/03/07/164665367804162335.html	national
केन्द्रीय सदस्य नबनाएपछि अखिल (क्रान्तिकारी) की अध्यक्ष सिंह असन्तुष्ट	काठमाडौं । पार्टीले केन्द्रीय समिति सदस्य नबनाएपछि माओवादी केन्द्र निकट अखिल (क्रान्तिकारी)की केन्द्रीय अध्यक्ष  पञ्चा सिंह असन्तुष्ट बनेकी छन् । सामेबार बसेको केन्द्रीय समितिमा थप केन्द्रीय सदस्य...	nepalpress.com	११ मिनेट अघि	https://l.hamropatro.com/r/https://www.nepalpress.com/2022/03/07/163022/	national
NEPSE shows a slight improvement Monday,	The stock market index increases by 1.54 points KATHMANDU: On the second trading day of the week, the NEPSE index has improved slightly. The Nepse index closed higher by 1.54 points on Monday. Th...	english.khabarhub.com	१५ मिनेट अघि	https://l.hamropatro.com/r/https://english.khabarhub.com/2022/07/240506/	national
एशियन लाइफद्धारा ३ लाख मृत्यु दाबी रकम भुक्तानी	काठमाडौं-एशियन लाइफ इन्स्योरेन्स कम्पनी नारायणगढ शाखाले मृत्यु दाबी रकम भुक्तानी गरेको छ  कम्पनीले रत्ननगर–०८, चितवन निवासी बिजय चौधरीको घरमै गई एक कार्यक्रमको आयोजना गरि मृतकको श्रीमती रमिया चौधर...	ajakoartha.com	१५ मिनेट अघि	http://l.hamropatro.com/r/http://ajakoartha.com/story/69021	national
माओवादी केन्द्रीय समितिमा युवालाई प्राथमिकता, अखिल (क्रान्तिकारी) का ६ पूर्वअध्यक्ष अटाए	काठमाण्डाै – नेकपा माओवादी केन्द्रले पार्टीमा भावी नेतृत्वसमेत तयार पार्ने उद्देश्यले युवालाई प्राथमिकताका साथ केन्द्रीय समितिमा समेटेको छ । काठमाण्डाैमा भइरहेकाे केन्द्रीय समितिको बैठकमा माओवादीले...	Ujyaaloonline.com	१६ मिनेट अघि	https://l.hamropatro.com/r/https://ujyaaloonline.com/story/66137/2022/3/7/Youth-get-chance-in-Maoists-central-committee	national
